,Hotel_Name,City_Name,country_name,Rating,Price/Night,Amenities,Description,Review1,Review2
1930,"StayApart - Norbling Homestay, Nako",kinnaur,India,Rating not found,4750,[],"Village and P.O. Nako, Sub-Tehsil Hangrang. Distt Kinnaur 172112",Review not found,Review not found
1931,Snow Valley Resorts,shimla,India,4.4,2686,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Travel Assistance']","Snow Valley Resorts , Near DARGAH , Ghora Chowki , Kachi Ghati Shimla- 171005","We are a couple with a 6 year old kid. This place is value for money.
Food quality & taste is great though variety at the buffet needs some work.
Hotel is located close to the main attractions of Shimla & to the railway station & Bus stand.
Hotel staff is very cooperative & all our requests were met timrly & without additional reminders. They go out of their way to make guests comfortable.
There is a mini Gym for workouts, a room with table tennis & Carrom board, a kids play zone to keep the li ...more","Snow valley is on high way. hotel staff is professional and helpful.
They charged us extra for early checking just for half hr difference.
rooms are nice, washroom was clean, staff make sure to clean your room before instructions. breakfast has super varieties, dinner was also delicious. Would recommend. have to take cab to visit spots like Mall road, scandal point etc.
over all experience was good."
1932,Rocky Knob (Explore World Art in One Property),shimla,India,4.6,2171,"['Indoor Entertainment', 'Parking Facility', 'Conference Room', 'Travel Assistance']","Near St. Bedes College, Circular Road, Shimla - 171006",Rocky Knob is a beautiful property situated at perfect place in Shimla. The view from window is awesome and worth a stay at Rocky Knob. The interior of restaurant is beautifully designed. The staff were extremely polite and courteous. They took care of every need when requested.,"Hotel is too much good i love this rocky knob i recommend to everyone stay there and enjoy your day
food is also very tasty
service is good
everything is best
very comfortable for couple nice view from room so much romantic..."
1933,Honeymoon Inn,shimla,India,4.5,3400,"['Free Internet', 'Conference Room', 'Outdoor Activities', 'Laundry Service']","The Mall, Shimla Near Chief Minister's House Phone 01772624967 01772624868 - 171001","It was my Honeymoon and I stayed with Honeymoon special pkg. It was an amazing experience, Breakfast nd Dinner was also very delicious, Staff were attentive nd friendly... my room had very nice view nd clean nd 24 hrs hot water. overall it was very nice stay ... 5 out 5. as a couple I like the most was my bed was in round shape, which we usally don't get in our houses and also with nice Swing ...","It was a perfect stay for people hoping to cherish their time in a peaceful place. Ambience was very good, staff was very helpful, polite and pro active, food quality and taste was awesome, hotel amenities were very good, location and view was wonderful and serene, with just a 5-10 minutes of walk you can reach to the Mall Road, it’s location in the city gives it a great view and a peaceful surrounding. Overall it was a enjoyable yet peaceful stay, all we wanted.
Privacy and peace"
1934,Hotel Le Talbot,shimla,India,3.9,1168,"['Outdoor Activities', 'Travel Assistance', 'Laundry Service', 'Dining']","Near Tourism Lift (Opp. Oberoi Clarkes) The Mall Road, Shimla . 171001",Hotel is very near to Lift and Mall Road. Easily approachable. Rooms are not so much spacious. But still hotel is in very good location and hotel staff is very cooperative.,. But still hotel is in very good location and hotel staff is very cooperative.
1935,Hotel Prashant,shimla,India,3.8,1171,"['Laundry Service', 'CCTV surveillance', 'Room Service', 'Daily housekeeping']","BESIDE TOURISM LIFT, THE MALL ROAD, Shimla 171001",Service is very good specially Khushaal he is very nice and good person.Location is very very good near lift and on mall road. only one thing is negative there is no lift in hotel otherwise all is well.,"i stayed here for 4 days in january and i must tell you i enjoyed through out, receptionist provided me with the best room in the hotel with balcony, room was good, clean bathroom, clean bed sheet and blankets, service was also good and food was also great, specially paranthas and best thing is its near mall lift, the 1 photo i provided is view from balcony, unfortunately i lost other photos of room as i am reviewing after 10 months"
1936,Hotel Prestige,shimla,India,3.6,991,"['Doctor On Call', 'Free Internet', 'Laundry Service', 'Dining']",Beside Lift The Mall Shimla India - 171001,Location is good but u have walk by stairs and to down wards and upwards thos who have problem of leg pain and any other isues dont take. Staff is very good they dont serve you after 10:30 or 11:00 pm in night kitchen geta closes very fast. Super delus rooms are good bathrooms are very nice but delux room(normal) is ver nt specias no place to walk properly. I have upgrade bu paying 500RS extra and took super delus /premium room. Normal /delus rooms was having issue of bathroom was very c ...more, are very nice but delux room(normal) is ver nt specias no place to walk properly. I have upgrade bu paying 500RS extra and took super delus /premium room. Normal /delus rooms was having issue of bathroom was very c
1937,The Oaktree House,shimla,India,4.8,2971,"['Free Internet', 'Parking Facility', 'Conference Room', 'Outdoor Activities']","Eversunny, Bharari Road, Shimla - 171 001","Amazing location, very luxurious and cozy rooms. Had a pleasant amd wonderful stay. Very polite and good staff. The only thing we felt was not Ok was the variety of food.Whatever you want to order you have to tell them in advance as they say they cook the food after ordering and if you are a non veg amd want to order fish than you have to tell them in advance.Apart from this fantastic Stay.","Anytime to stay in shimla, I will choose this finest place ""The Oaktree House"". Close to shimla town still not in the middle of concrete jungle. Surrounded by trees and the view from balcony - Amazing. Rooms are clean, spacious and cozy. Above all, the food and the service they provided was excellent. Every course was delicious and served hot. Running out of words to describe their hospitality. Had a splendid stay"
1938,Hotel Sidharath,shimla,India,3.9,1305,"['Free Internet', 'Travel Assistance', 'Laundry Service', 'Spa']","3rd Floor, Ram bazar Near Bus Stand and Army Training Command, Adjacent The Mall, Shimla - 171001","Excellent Room service , Nearby to Mall road and lower bazar. Hotel is exactly in Ram Bazar. Neat and clean Rooms with good view of Shimla city.",It was a pleasant stay here. The manager and staff were good. They treated us well. Maharaja suite was excellent with lots of space. The hotel has a nice shortcut route to the famous Mall. We have enjoyed nice view of the Hanuman statue on the Jakhoo hill from the room.Food is little bit costly but taste and service was fine. Overall nice experience.
1939,Hotel Sangeet,shimla,India,4,1592,"['Free Internet', 'Travel Assistance', 'Laundry Service', 'Kitchen']","Above H.P. High Court,The Mall, Shimla - 170001","nice hotel, we had pleasant stay at hotel sangeet. also the staff is very friendly. food was nice too, mall road is 5 min walk. only problem may be for aged members would be no lift facilities. hotels in shimla are located at heights and you need to considerably climb the hotels or hire a coolie for luggage.
I would recommend the hotel for stay as the rooms are good, spacious, clean and service is extremely prompt","1.Located near to HP High court on the mall road - very convenient
2. Courteous and helpful staff.
3. even though there is no lift they have people who will pick and drop ur baggage.
4. I stayed at a family suite which is quite big for 3 people. it had 2 seperate rooms with bathrooms and cupboards.
5. Hot water was available 24hrs
6. It would be nice if u provide a kettle and teabags especially during cold weather.
7. Very clean surroundings."
1940,Ashiana Clarks INN Shimla,shimla,India,3.4,3183,"['Parking Facility', 'Conference Room', 'Banquet hall', 'Travel Assistance']","Chotta Shimla, Near H.P Secretariat - 171002","Semi Deluxe rooms in hotel small rooms not good
Deluxe rooms & above are good. hotel staff is great allover good stay"," not good
Deluxe rooms & above are good. hotel staff is great allover good stay"
1941,Royal Park Resort,manali,India,4.2,1573,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Outdoor Activities']","Nagger Road, Prini, New Manali (2.5 Kms From Mall Road Manali) - 175131","Room was spacious, neat and clean. View from the balcony was very nice. Separate coat near by window is good and ideal for a family. Hotel was a old one but maintained well. Washroom was old type. Need a renovation for five star. Hotel staff was really good and helpful. Food was okay. Both breakfast and dinner.Overall a ideal stay for families and couples. Little far from mall Road. But easily reachable.","nice location 👌,nice stay, service and staff is superb.."
1942,Renest River Country Resort Manali,manali,India,4.5,2523,"['Doctor On Call', 'Air Conditioning', 'Indoor Entertainment', 'Conference Room']",Rangri Man 3331 Manali Rangri Manali 173151,"We stayed for 3 nights and had a great experience overall. Its located right on NH3 and is very close to mall road. Rooms were neat and clean and centrally heated with temperature control. Had view of snow clad mountains right in front of the room.
Staff was very courteous and prompt and helped us with everything we needed from car wash to baking cake for anniversary celebration on ad-hoc basis.
Morning breakfast was good, had a variety of options and everything was freshly prepared ( even the b ...more","Awesome stay... Good food, good staff, great location"
1943,Apple Blossam,manali,India,4.9,756,"['Doctor On Call', 'Power backup', 'Parking Facility', 'Laundry Service']","Near Mall road BSNL exchange Manali, 175131",superb view from balcony... great staff... neet and clean toilet and spacious bedroom with thick blenkets... supportive staff... 2 minute from mall road.... i suggest everyone for this apple blossom hotel,"Best Hotel at this price in Manali. Just 4-5 minute walk from Mall Road, and very friendly staff.
Beautiful and clean rooms with hygienic and equipped washrooms.
The location of the Hotel is too good. Away from the hustle bustle of Mall Road, yet close to the town centre."
1944,"The Fern Residency, Manali",manali,India,4.1,3617,"['Doctor On Call', 'Free Internet', 'Indoor Entertainment', 'Outdoor Activities']","Naggar Road, Near Green Tax Barrier, Prini, Manali, District- Kullu, Himachal Pradesh - 175143",It was wonderful staying here. The staff was kind enough to give us the best room and food was delicious too.,17 kms away from solang valley..A nice hotel for family and singles..courteous staff and good food
1945,OYO 9392 Villa Riverine,manali,India,4.3,1812,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']","Vashisth,Rohtang Road, Near Sase Helipad, Manali - 175131",Nice View from Hotel room and also staff are very helpful...,awesome place to stay. hospitality was awesome. view is serene. rooms were spacious and very comfortable. stay was worth every penny!!
1946,Hotel Green Tara,manali,India,4.7,1290,"['Doctor On Call', 'Free Internet', 'Indoor Entertainment', 'Laundry Service']","VPO KALATH, Manali, 175131",Good place to stay. Very helpful staff. Specially the guy who served during the day time. I think his name was ajay. It was a good place to stay woth family,Kalath is good and peaceful location to stay. Hotels amenities are very good. For us it was a pleasant stay.
1947,Golden Tulip Manali,manali,India,3.7,3174,"['Free Internet', 'Parking Facility', 'Conference Room', 'Outdoor Activities']","Near Club House Old Manali, Distt. Kullu, Himachal Pradesh - 175131",staff was very cooperative and humble.. food was awesome. the only thing they need to improve is cleanliness in rooms . 1.5 star extra given for food and staff.,"Hotel is located in Old Manali a little away from main Manali but over all a good hospitality experience. Easy early check-in and food was good.
Overall ambience and spacious rooms with nice view."
1948,The Anantmaya Resort,manali,India,4.7,3800,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","Naggar road, shuru, P.o. Prini Teh, Manali, Distt kullu - 175131","An absolute amazing experience at the Anantmaya Resort. Staff was very helpful and the food was delicious. The location is quite close to City Center and the ambience of the Resort will make you fall in love with the mountains!
Their restaurant provided liquor and good food at reasonable prices, so we did not have to look for it anywhere else.","perfect hotel for ur stay at manali...everything starting from chek inn ,during the stay and till check out was nicely organised by the hotel staff..
food was also ok..
staff was courteous and polite..
rooms were clean and tidy..
services were good..
altough 6 to 7 km away from manali mall road and other main tourist attractions but still u will find its.location as one of the best...
overall a good property and perfect for stay with ur family and kids.."
1949,Madpackers Hostel Manali,manali,India,4.6,402,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","apple county Manu Temple Road, Old Manali, Manali 175131","Excellent Property! Loved everything about it
Staff was very friendly and breakfast was nice. Beds were nice and comfy","it was a nice experience. The location of the hotel is safe and can be reached easily as it is located near the metro station.
talking about the hotel: the staff is cooperative, a good option for backpackers."
1950,Hotel Anand Sundar,manali,India,4,396,"['Laundry Service', 'Travel Assistance', 'Outdoor Activities', 'Room Service']",School road Gurudwara road Bhajogi Manali 175131Distt. Kullu (H.p),This hotel is very good and this location is best near mall road walking distance and staff very supportive all over very good and budget hotel,The location of the property is near to the main road only. The property has food facility. The room and the washroom was neat and clean. Overall me and my friends has a nice stay here as all was good here and we did not face any issues here.
1951,HOTEL GROVER,kangra,India,3.8,680,"['Doctor On Call', 'Power backup', 'Restaurant/Coffee Shop', 'Laundry Service']","Opposite Kangra Bus Stand, Kangra 176001",Good to stay for single or couples and location is very nice of the hotel just near to bus stand happy to stay there,"Small sized hotel in Kangra (HP). All necessary aminities are available. Location is good as very close to market and just opposite to Kangra bus station. Near to Kangra Devi Temple. Rooms are small, but clean. Bathroom ok, but seat is not comfortable. AC is installed, but disconnected, thus the room got hot in summer season.
Staff is very cooperative and room service good. Restaurant ok, with good menu and genuine price.
Parking-space is available. Exterior is not satisfactory, loca ...more"
1952,Sai Villa,kangra,India,4.2,897,"['Power backup', 'Parking Facility', 'Laundry Service', 'Smoking Rooms Available']","Opposite New bus stand Kangra (H.P.),Distt Kangra. - 176001",good neat and clean room..corporative staff and near in bus stand.good experience 👍,good neat and clean room and good staff
1953,Hotel Abhi Residency,kangra,India,3.6,648,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","1 Km from Bus Stand , Near Bajreshwari Devi Temple ( 500 Mt ) Kangra - 176216","good , near by kangra bus station , room service is good , over all good stay at kangra , cleaness ,
yes","*Bathrooms are bad
*Smell in blankets
*Matters are not comfortable
*No Morning breakfast available not even bed tea
*Reception are not visible while checkout time
*disturbed by another guest and not any action taken from the hotel side."
1954,Kangra Rodeway Inn,kangra,India,4,2276,"['Free Internet', 'Air Conditioning', 'Swimming Pool', 'Parking Facility']","2.5 km from bus stand 3 km from brajeshwari temple VILL KACHYARI, Kangra BY PASS Kangra - 176001",it was good stay.. location is peaceful.. most important food was fantastic..,"Great stay
Good"
1955,Oasis Hotel,kangra,India,4.2,1138,"['Power backup', 'Parking Facility', 'Restaurant/Coffee Shop', 'Laundry Service']","near old sdm office ,Hoshiarpur road Kangra ,distt Himachal pradesh - 176001","a good experience. good and clean rooms with amenities.
clean toilet with soap and towels. very polite and good attentive staff.
good food in the restaurant and also room service.
best part was the secured and safe parking for my car.
recommend to all who want to visit kangra temple which is walking distance from the hotel.
I would rate the good as Good for stay.","Excellent Hospitality from hotel staff, Good Food, Nice and clean room, Overall Great Experience."
1956,HOTEL SIDHARTH,kangra,India,3.3,972,"['Air Conditioning', 'Laundry Service', 'CCTV surveillance', 'Power backup']","Opp.New Busstand, Kangra,H.P 176001",Clean room with nice location and staff,nice job done by hotel staff......... near bus stop......... anybody can visit anytime........ lovely stay
1957,Hotel Krishna International,kangra,India,4.5,1911,"['Air Conditioning', 'Parking Facility', 'Laundry Service', 'Power backup']","Hotel Krishna International,Birta,Kangra H.P. 176001",hotel is good but price is too high as comapred to ther hotels in kangra.,Review not found
1958,Country garden Homestay,kangra,India,Rating not found,943,"['Parking Facility', 'CCTV surveillance', 'Daily housekeeping', 'Dining']","close to matour bridge , -176001, Kangra",Review not found,Review not found
1959,Cliffclimber camps,kangra,India,Rating not found,2174,"['Dining', 'Travel Assistance', 'Room Service', 'Daily housekeeping']","cliffclimber camps kareri lake,Kangra,himachal pradesh - 176218",Review not found,Review not found
1960,Sunshine Homestay,kangra,India,Rating not found,1900,"['Parking Facility', 'Daily housekeeping', 'Room Service']","house no. 55, sunshine marriage palace ,Rd to Yol Camp, Rajana Khas, 176001, Kangra",Review not found,Review not found
1961,Hotel Kayanat,dalhousie,India,4.1,2239,"['Parking Facility', 'Laundry Service', 'Room Service', 'Power backup']","Opp. Guru Nanak Public School, Balloon Church Road, Dalhousie - 176304",beautiful rooms and hotel staff behaviour and service was very good.food quality was awesome,Stayed For Two Nights. Stay Was Excellent. Hotel Is At Gud Location About 500 Mtrs Near To Gandhi Chowk. Staff Was Very Cooperative. Room Was Neat N Clean. Toiletries Were Gud. Towels N Blankets Were Very Neat N Clean. Food Quality Was Excellent. Overall Experience Fabulous N Highly Recommended.
1962,Mongas Hotel and Resort,dalhousie,India,4.4,1425,"['Free Internet', 'Parking Facility', 'Laundry Service', 'Spa']","The Mall, Ghandhi Chowk, Khajjiar Road, Dalhousie - 176304","Very good hotel in heart of Dalhousie. Walking distance from Gandhi Chawk (Mall/shopping places, restaurants ). Great valley view but not mountain view.
Hotel staffs are very friendly and helpful. Restaurants and Food is very good with varieties , room services are awesome.
Rooms are spacious, clean with all amenities. 24hrs hot water and power backup.
If there is snowfall, they also have pick up and drop facilities to bus stand area.
Cons- 1.Room heater not efficient.
2.Needs varieties of non ...more",The stay at the hotel was very excellent. Rooms are very clean and nicely maintained. The staffs are very frendly and polite. The hotel is at convenient location near to Gandhi chowk. Good food. Nice experience.
1963,Snow Valley Resort,dalhousie,India,4.1,1961,"['Free Internet', 'Indoor Entertainment', 'Parking Facility', 'Conference Room']","SNOWVALLEY RESORTS, The MALL , 176304, Dalhousie","The hotel location is very easy to locate...just walking distAnce from bus stop. The rooms are spacious, clean, neat and give you total 5 star experience. We have reached so early in the morning but the owner provided us room immediately. The staffs are very supportive. I heard a lot of mixed reviews about cleanliness and room services but after reaching to hotel I like the property very much. The view from hotel balconies and terrace is surreal & you would feel like to sit in hotel balcony wind ...more","Amazing location. Great food. Good service.
We stayed in Snow Valley Resort from 24-26 th Feb. The rooms (we booked deluxe room) are spacious & clean, with an amazing view of the snow cald mountains and valley. There is 24x7 hot water provision in the bathroom. Food is good & served hot. They have buffet for breakfast and dinner with many options. Overall Service is good. The terrace view is awesome !!
A very good stay and close to nature experience in Dalhousie.
Sipping coffee & watching the su ...more"
1964,Hotel Himdhara,dalhousie,India,4.1,1790,"['Free Internet', 'Outdoor Activities', 'Travel Assistance', 'Laundry Service']","Hotel Himdhara, Baloon Church Road, Bathri view estate Dalhousie 176304","walking distance from bus stand as well as market, excellent view from hotel, nice hospitality, gr8 service, good food, hygienic and reasonable stay. If you are searching for peace and nature this is the place.
Nature, peace , privacy","the overall stay at hotel was good. all the caretakers and housekeeping staff are polite.
it gives a very beautiful view of the snow capped mountains from back side of the hotel. Food is normal but no negative points for the food. 15 mins walking distance from Dalhousie bus stand.
it gives me a chance to have peace and enjoy the calmness of the hills."
1965,Hotel Brijvilla - A Luxury Experience,dalhousie,India,4.8,5257,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'Travel Assistance']","Silverton Estate, Moti Tiba, Above Circuit House, Dalhousie - 176304","Amazing place, a very maintained heritage property. The best part was the food and the hospitality. Staff is very courteous.....special thanks to Mr Sachin, who made our stay very comfortable",The property is very good & their room & services were upto the mark. The food that they provided to us was of very good quality. The hotel is located on the hill top so a person can not drive to that place so because of that they send a driver to take the vehicle to the property. They do have a nice parking space over here as well. It was a pleasant stay stay of ours.
1966,Alps Resorts,dalhousie,India,4.2,1016,"['Free Internet', 'Indoor Entertainment', 'Outdoor Activities', 'Bonfire']","Bakrota Hill, Khajjiar Road, Dalhousie - 176304","Excellent Stay. Great hospitality. Location is good - far from hustle bustle of market, offering good view. The rooms were with a view, very big and spacious. The linens were clean, heater in the room and hot water in the bathroom 24*7.
The food was really delicious be it snacks or dinner or breakfast. Breakfast spread includee chana poori, idli sambhaar chutney, sandwich, omellette toast, boiled eggs, cornflakes, juice etc. Vicky from the restaurant served the food very warmly and dil se
Hospitality and service was excellent. Food was very tasty. Breakfast spread was very good.","Its an amazing experience at Alps. Customer service at its best. The location is beautifull and you get nice view of hill. The garden is just awesome where you can have great leisure time with family. I spent 4 days at this hotel and no complaints whatsoever. The staff is courteous and at your service all the time. Will visit them again for sure.
Best place to be with your family"
1967,Hotel Megha View,dalhousie,India,3.7,840,"['Doctor On Call', 'Parking Facility', 'Restaurant/Coffee Shop', 'Laundry Service']","Bakrota hills, Khajjiar road, Near DPS Dalhousie, - 176304","This hotel is Fabulously Great ❤❤ Just Waiting for next Christmas 2020 to come here.
Nikhil Arya
Beautiful Location and Great Stay","Staff was cooperative, breakfast was tastey but need some variety. Room and washroon were clean as well as location of hotel was also good. Hotel Should provide Sleepers and Electric Kettle to its customers."
1968,Hotel Dalhousie Hills,dalhousie,India,4.6,747,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","MAIN BUS STAND BANIKHET Banikhet , Dalhousie - 176303","New property of ""Dalhousie Hills"" is very neat and clean. Room interior is excellent. Rooms are specious. View from the room is very beautiful. Room service is good. Food is awesome. The owner is very cooperative and supportive. We highly recommend this hotel for family.",Amazing stay. Owner of the property is very supportive and professional 👍. He given us choice to stay in his newly built property and we stay stayed there. Rooms are very spacious newly built fantastic wooden word. Specially thanks to Mr Vinay who provided excellent room service.
1969,Hotel Valley View,dalhousie,India,3.9,2878,"['Travel Assistance', 'Laundry Service', 'Room Service', 'Daily housekeeping']","The Mall Road, Dalhousie - 176304","A goid hotel in Dalhousie, hardly 150mt from the main Gandhi Chowk where the mall road is. Have good car parking available on the top floor. Rooms are big in size and bathroom are also quite big. Only 2 things missing in the rooms: Tea/Coffee Maker & Heater. These 2 items should be there since it is quite cold in the mornings.
Apart from these two things hotel is very good for couple of days stay and Great Value for Money hotel in Dalhousie.","it was good experience with hotel,nice staff,window view was good...nice rooms"
1970,Indraprastha Resort,dalhousie,India,4.2,2647,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']","Near Bus Stand,Dalhousie, Distt. Chamba - 176304",Hotel is in very good location . Bus stand and subahsh Chowk is walking distance from this hotel . Room service was prompt. Courteous staff. Nice stay 👍 but one thing food is expensive then other hotels,"Had very pleasant stay and rooms were up to the mark with bigger space. One of the best place to stay in Dalhousie. Will surely recommend it.
Interior and big bathroom along with bathtub."
1971,Eskape Adventure Camps,sangla,India,4.9,1984,"['Outdoor Activities', 'Daily housekeeping', 'Restaurant/Coffee Shop']","Village Rakcham, Teh Sangla, Distt Kinnaur, Himachal Pradesh - 172106","This Place is Out of the world, it located at such a Prestine location with a stream of water flowing infront of it and meadows of wildlife sanctury across the stream. Tents are superior , with good quality beds. Please Speak with P S Negi ji ( He is an ex army Commando , with years of experience in training people in Mountaineering Warfare ), for activities. I went of rock climbing session with him.
Recomended to all...",I was a beautiful experience of spending two nights in mountains. It was a long wish fulfilled. Facilities and food qualities were good and the stay was economical. I strongly recommend.
1972,Nargu Camp & Adventure,sangla,India,4.1,2600,"['Doctor On Call', 'Travel Assistance']","Village Chhitkul, Tehsil Sangla,District Kinnaur, Near Last ITBP Check Post, Chitkul,Himachal 172106 - 172109",Lovely environment. No problem with the cleanliness & maintenance. Pleasant stay.,Worst experience ever. Room was too small & no proper washroom system was there. No services was given by them & I will not recommend this to anyone.
1973,Osiya Sambhu Lodge,sangla,India,Rating not found,6343,"['Doctor On Call', 'Room Service']","Sangla-Chitkul Rd, Rakchham, 172106",Review not found,Review not found
1974,Rakchham Valley Nature Camps,sangla,India,Rating not found,6650,"['Doctor On Call', 'Room Service']","Rakchham, 172106, Sangla - 174026",Review not found,Review not found
1975,ROHIT HOMESTAY,sangla,India,Rating not found,2090,"['Power backup', 'Parking Facility', 'Room Service', 'Internet']","Rohit Homestay,Chitkul, 172109, India, Sangla",Review not found,Review not found
1976,RANI GUEST HOUSE,sangla,India,Rating not found,3325,"['Laundry Service', 'Kitchen', 'Parking Facility', 'Room Service']","Rani Guesh House, Vpo Chitkul, Teh Sangla, Distt Kinnaur 172109",Review not found,Review not found
1977,Igloo Camp Resort,sangla,India,Rating not found,3800,"['Laundry Service', 'Outdoor Activities', 'Room Service']","Sangla Valley, Dist. Kinnaur, Sangla, 172106",Review not found,Review not found
1978,BASPA RIVER CAMP,sangla,India,4,2529,"['Restaurant/Coffee Shop', 'Indoor Entertainment', 'Outdoor Activities', 'Daily housekeeping']","Baspa River Camp, Village - Chitkul, Tehsil - Sangla, District- Kinnaur, Himachal PRadesh - 172109",The camp is good wifh amazing views!,Review not found
1979,APPLE ORCHARD FARM AND CAMPING,sangla,India,Rating not found,5700,['Parking Facility'],"Apple Orchard Farm and Camping Sangla-Chitkul Rd Batseri, 172106 India, Kinnaur - 17206",Review not found,Review not found
1980,Deblok River Camp Resort,sangla,India,Rating not found,5700,['Parking Facility'],"Chitkul, Himachal Pradesh, Kinnaur - 172107",Review not found,Review not found
1981,Hotel Highland Regency,palampur,India,4.3,898,"['Power backup', 'Parking Facility', 'Restaurant/Coffee Shop', 'Laundry Service']","Near New Bus Stand, Opp. Income Tax Office, Palampur - 176061","Hotel rooms are enough in size and the room service is as we expected. Food quality is good and staff are very cooperative.
Hotel is just near the Bus Stand and the main market. View from the hotel is very beautiful","clean buget hotel nice staff..clean economical.....food good....staff Coperative near bus stand.....access to buses eazy
clean economical.....food good....staff Coperative,. nice location near to bus stand to"
1982,Hotel Rongla,palampur,India,4.8,1359,"['Doctor On Call', 'Free Internet', 'Parking Facility', 'Conference Room']","Manohar Plaza Baijnath Road, Palampur - 176061",Spacious and clean room with balcony. With room heater. Polite staff.,Good stay . and peaceful stay . Service was good . Everthing was fine and healthy .
1983,Hotel Ambika,palampur,India,4.2,1399,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'Smoking Rooms Available']","Hotel Ambika, Baijnath Road,State Highway 17,Near Kapila Nursing Home, Berachah, Palampur, Himachal - 176061",With out any 2nd do check in this place..best staff and all basic facility available..rooms are really neat and clean..I love it..., and clean..I love it...
1984,The Bliss Palampur,palampur,India,4.6,1949,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Banquet hall']","Ghuggar to Neugal Rd Palampur, Kangra Valley, HP PIN- 176061",Good Accommodation. Good view. Ample parking space available. Good Location. Food is awesome. However Brekafast quality has dropped hence giving 4stars.,"Excellent Room Service, Delicious Food , Super View , clean Rooms and toilet and also safe space for your own Vehicle...what else"
1985,Himalaya Inn,palampur,India,4.6,1277,"['Laundry Service', 'Air Conditioning', 'Parking Facility', 'Power backup']","Dharamshalla road , Palampur ,Kangra HP - 176061",neat and clean rooms in the heart of the palampur City easily accessible well connected to road hygienic and tasty food,"Perfect 10/10 experience.
booked dhauladhar view room for 3 nights for my parents and it was an absolute pleasure.newly built.location easily accessible, market next to hotel and main bus stand ( 1-1.5kms approx).
hotel check inn, room and toilet cleanliness, bed comfort, and view from room all perfect 10/10.
in house restaurant serves delicious food and worth it..amazing rooftop view..ample parking space..taxi and tours available at front desk..and
special mention about the amazing staff espe ...more"
1986,Mastiff Villa Camellia- A Tea Estate Hotel,palampur,India,4.3,1756,"['Doctor On Call', 'Parking Facility', 'Outdoor Activities', 'Banquet hall']","Near Tea Board of Palampur Rd, Palampur, 176061","Very good place to stay in palampur,food is just fantastic... Neat n clean rooms with awesome hospatility....I recemmond this place for any kind of Traveller...","Nice property
Nicely maintained good staff"
1987,INFINITEA TEA GARDEN RESORT,palampur,India,4.5,3844,"['Doctor On Call', 'Air Conditioning', 'Parking Facility', 'Restaurant/Coffee Shop']",Bundla Tea Estate Palampur Kangra HP 176061,"It was too good ,very silent and beautiful place and service of all staff members are also good .",It was beautiful location with good staff.. We recommend to all you stay there for good stay with good hospitality
1988,Seclude Palampur,palampur,India,4.7,4547,"['Doctor On Call', 'Power backup', 'Indoor Entertainment', 'Dining']","Chichian-Mathrehar Road, Chichian Nagari, Palampur, - 176059",one of the few stays which is more than satisfying. the ambience and the rooms are well furnished and cozy. but the best part is the staff services. very courteous and humble staff. the cook is especially good with the very delicious food he cooked for us. highly recommend for people looking for a getaway from city life and living in a secluded place. we had a very refreshing stay. thanks.,"The picturesque beauty but unpleasant stay!
This place was so full of natural beauty and breathtaking sceneries. The location of this property is just perfect, outside of the city and right in the lap of mother nature.
Talking about the stay, it was not so pleasant. The place is not well maintained. There were lizards in the cottage and also the AC was not functioning properly. Therefore we had to shift to one of the rooms. Couldn't sleep well because of the insects and lizard in the room. Mor ...more"
1989,Pops Hotel and Restaurant,palampur,India,4.4,1249,"['Air Conditioning', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']",Near Gopalpur Zoo ( 1 Km ) Palampur dharamshala road Teh.Palampur - 176059,Excellent place for peace of mind and body relaxation. Room and service is the best. Best value for money.. Can be recommended to the people to visit. An awesome experience.,"Very pleasant and comfortable hotel with beautiful views, away from crowds. Rooms were clean and tidy.The staffs & services were also very cooperative & helpful and they are very kind as well."
1990,Hotel Yamini,palampur,India,4,1138,"['Parking Facility', 'Laundry Service', 'Dining', 'Spa']","SH 17, Sugghar, Palampur, 176061",Hotel is In the Heart of City and is easily locatable. Spacious and Clean Rooms. Good room service. Good parking space.,"Room and bathroom were big, neat, clean and room has an attached balcony. Staff is friendly and helpful. location is safe and there are markets and restaurants around."
